,customer_id,age,income,purchase_amount,gender,region,total_purchases,preferred_product_category,customer_loyalty_score,signup_date,last_purchase_date,income_rounded,signup_date_formatted,last_purchase_date_formatted
2262,2263,29,25700,1350.66403,Female,South,46,Electronics,34.35904217,16-08-2021,27-12-2023,25700,16-08-2021,27-12-2023
2263,2264,56,76100,1410.270395,Male,North,3,Home & Garden,93.08076539,17-05-2021,25-06-2021,76100,17-05-2021,25-06-2021
2264,2265,19,22000,756.0194295,Female,East,29,Clothing,11.94814284,13-07-2021,25-05-2022,22000,13-07-2021,25-05-2022
2267,2268,63,32300,62.96618865,Male,West,5,Toys,79.73244634,19-10-2022,18-04-2023,32300,19-10-2022,18-04-2023
2268,2269,44,85800,1269.752395,Male,South,31,Clothing,67.29823073,04-05-2022,29-09-2023,85800,04-05-2022,29-09-2023
2270,2271,58,30800,1139.894985,Female,East,35,Toys,25.62536142,20-12-2021,17-11-2022,30800,20-12-2021,17-11-2022
2272,2273,57,49000,46.75701177,Female,East,6,Health,33.75055784,10-07-2022,29-08-2022,49000,10-07-2022,29-08-2022
2273,2274,48,90500,738.4743177,Male,East,26,Clothing,46.00197678,06-06-2021,12-12-2023,90500,06-06-2021,12-12-2023
2275,2276,77,96700,1700.240973,Female,South,19,Health,64.59719549,16-01-2021,05-12-2021,96700,16-01-2021,05-12-2021
2276,2277,41,57200,1779.511385,Female,North,7,Electronics,94.73449029,19-03-2021,09-01-2022,57200,19-03-2021,09-01-2022
2277,2278,62,104700,978.0229407,Female,North,36,Health,10.03959191,21-02-2021,03-08-2022,104700,21-02-2021,03-08-2022
2278,2279,52,91700,1462.276525,Male,North,12,Health,33.63401229,29-05-2022,01-06-2022,91700,29-05-2022,01-06-2022
2280,2281,23,78700,697.5290834,Female,West,23,Home & Garden,67.06957939,02-03-2021,17-04-2023,78700,02-03-2021,17-04-2023
2281,2282,36,81800,405.037768,Male,West,25,Toys,49.54516914,12-05-2021,24-07-2022,81800,12-05-2021,24-07-2022
2286,2287,49,111000,1421.351351,Female,North,41,Clothing,75.34955615,14-02-2022,19-01-2023,111000,14-02-2022,19-01-2023
2287,2288,51,20200,732.7849892,Female,South,19,Home & Garden,71.57876963,04-06-2021,25-09-2023,20200,04-06-2021,25-09-2023
2289,2290,77,32900,864.0694805,Male,West,1,Electronics,5.890866107,20-02-2021,16-03-2023,32900,20-02-2021,16-03-2023
2290,2291,32,59100,895.8242069,Female,West,41,Clothing,57.87178554,05-04-2021,19-06-2021,59100,05-04-2021,19-06-2021
2291,2292,47,85100,1343.968352,Female,West,15,Home & Garden,63.5738832,19-11-2022,07-07-2023,85100,19-11-2022,07-07-2023
2294,2295,39,60200,1745.547313,Female,East,15,Health,30.58315291,21-12-2021,27-03-2022,60200,21-12-2021,27-03-2022
2295,2296,21,56500,490.2223639,Female,North,39,Home & Garden,93.13056456,14-02-2021,05-10-2022,56500,14-02-2021,05-10-2022
2296,2297,37,50700,1958.260721,Female,North,22,Clothing,21.91998034,24-07-2021,19-02-2023,50700,24-07-2021,19-02-2023
2298,2299,53,67900,549.1721966,Female,West,16,Clothing,51.81339133,13-09-2021,02-01-2022,67900,13-09-2021,02-01-2022
2300,2301,21,29400,206.9070023,Male,West,36,Health,51.69985832,17-06-2022,31-03-2023,29400,17-06-2022,31-03-2023
2301,2302,44,62100,268.8976949,Female,West,20,Toys,9.947214992,10-02-2021,27-08-2021,62100,10-02-2021,27-08-2021
2303,2304,29,79200,1529.640153,Male,North,3,Electronics,56.55235304,04-10-2021,05-12-2022,79200,04-10-2021,05-12-2022
2304,2305,39,53300,1802.618234,Male,South,30,Home & Garden,1.042722733,14-07-2021,31-07-2023,53300,14-07-2021,31-07-2023
2305,2306,34,34700,1336.339622,Female,West,2,Electronics,20.46928296,12-03-2021,25-06-2022,34700,12-03-2021,25-06-2022
2306,2307,27,47100,228.3347194,Male,North,35,Health,77.62250529,27-09-2021,25-09-2022,47100,27-09-2021,25-09-2022
2309,2310,39,64000,1615.412558,Female,East,2,Clothing,31.19986144,04-11-2021,19-05-2023,64000,04-11-2021,19-05-2023
2310,2311,43,92400,1653.99236,Male,North,20,Health,92.15268564,03-03-2022,07-06-2022,92400,03-03-2022,07-06-2022
2311,2312,73,115500,1739.04209,Female,South,34,Electronics,53.65770178,18-07-2021,13-10-2022,115500,18-07-2021,13-10-2022
2312,2313,76,20800,839.9803989,Male,East,34,Clothing,69.61735149,17-03-2021,17-08-2023,20800,17-03-2021,17-08-2023
2314,2315,67,24500,551.1357107,Male,South,25,Health,4.033598753,09-06-2022,07-05-2023,24500,09-06-2022,07-05-2023
2317,2318,46,25000,40.02657469,Female,South,14,Toys,68.76805412,26-03-2021,29-03-2023,25000,26-03-2021,29-03-2023
2320,2321,76,64000,904.6316795,Female,West,43,Electronics,65.41174842,06-01-2022,15-12-2023,64000,06-01-2022,15-12-2023
2323,2324,78,62300,1840.877118,Female,East,12,Health,85.45050923,01-01-2021,05-08-2022,62300,01-01-2021,05-08-2022
2324,2325,29,43200,636.1655809,Male,East,48,Health,56.39461283,12-01-2022,21-09-2022,43200,12-01-2022,21-09-2022
2326,2327,46,71800,1699.994776,Male,North,2,Clothing,30.72422507,27-09-2022,22-12-2022,71800,27-09-2022,22-12-2022
2327,2328,28,61200,1813.917761,Male,North,16,Health,37.19549577,19-07-2021,31-10-2023,61200,19-07-2021,31-10-2023
2330,2331,64,71800,528.6902837,Male,West,43,Health,59.24394501,02-02-2022,03-07-2022,71800,02-02-2022,03-07-2022
2331,2332,32,22800,1605.589322,Female,West,38,Home & Garden,8.362766318,04-08-2021,29-12-2023,22800,04-08-2021,29-12-2023
2333,2334,68,75500,1016.956752,Female,West,42,Home & Garden,44.41153695,03-08-2022,17-11-2022,75500,03-08-2022,17-11-2022
2334,2335,28,58800,139.014941,Male,North,24,Toys,76.51013502,17-08-2022,31-08-2023,58800,17-08-2022,31-08-2023
2335,2336,75,96100,1833.551226,Female,South,30,Home & Garden,1.261986209,16-10-2022,05-12-2023,96100,16-10-2022,05-12-2023
2336,2337,40,45400,1238.593812,Male,West,37,Clothing,2.873969697,10-02-2021,27-09-2022,45400,10-02-2021,27-09-2022
2337,2338,43,116400,401.5283675,Male,South,39,Electronics,17.07829588,03-01-2021,17-01-2022,116400,03-01-2021,17-01-2022
2338,2339,51,31100,1220.644512,Male,East,11,Home & Garden,21.09165561,04-04-2021,17-11-2023,31100,04-04-2021,17-11-2023
2339,2340,63,96900,1361.377441,Female,East,14,Electronics,76.39555303,28-02-2021,06-12-2022,96900,28-02-2021,06-12-2022
2340,2341,51,57600,1061.025267,Male,West,23,Toys,70.6694164,11-02-2022,12-05-2022,57600,11-02-2022,12-05-2022
2341,2342,46,57000,1441.841441,Male,East,16,Toys,61.60881191,18-01-2021,02-05-2023,57000,18-01-2021,02-05-2023
2342,2343,21,68000,1171.278817,Male,South,21,Clothing,88.48588965,09-05-2022,08-12-2022,68000,09-05-2022,08-12-2022
2343,2344,34,26500,1896.583772,Male,East,4,Clothing,24.71487837,23-05-2022,09-12-2023,26500,23-05-2022,09-12-2023
2346,2347,58,22400,363.8698412,Male,East,14,Toys,43.42597602,18-06-2021,10-06-2022,22400,18-06-2021,10-06-2022
2347,2348,56,69700,1386.53872,Female,West,19,Electronics,9.438620042,03-11-2022,03-12-2023,69700,03-11-2022,03-12-2023
2348,2349,32,108000,1298.279828,Female,South,5,Health,72.65599082,12-11-2022,22-01-2023,108000,12-11-2022,22-01-2023
2351,2352,46,111900,1026.543865,Female,North,45,Toys,16.36902839,20-05-2022,16-04-2023,111900,20-05-2022,16-04-2023
2352,2353,28,47000,1983.826949,Female,South,18,Clothing,53.95151136,12-12-2021,02-05-2022,47000,12-12-2021,02-05-2022
2356,2357,64,65100,1304.495575,Male,East,21,Health,8.475531345,28-03-2021,17-12-2021,65100,28-03-2021,17-12-2021
2357,2358,31,100000,1459.991571,Female,East,47,Clothing,46.47403095,05-04-2021,31-01-2023,100000,05-04-2021,31-01-2023
2358,2359,37,47200,1274.833093,Male,East,30,Electronics,84.29045586,04-03-2022,13-05-2023,47200,04-03-2022,13-05-2023
2360,2361,28,44200,897.0430013,Female,West,4,Health,76.48619872,26-03-2022,02-12-2023,44200,26-03-2022,02-12-2023
2361,2362,44,108000,1131.647988,Female,North,5,Toys,18.34274156,18-09-2022,27-10-2023,108000,18-09-2022,27-10-2023
2363,2364,34,113400,898.4185826,Female,West,45,Health,91.55373999,16-12-2022,30-06-2023,113400,16-12-2022,30-06-2023
2364,2365,79,28100,1839.119664,Female,East,10,Electronics,32.39280816,02-01-2021,04-12-2021,28100,02-01-2021,04-12-2021
2365,2366,61,85000,891.9409616,Male,North,27,Electronics,90.04116381,19-03-2021,29-12-2023,85000,19-03-2021,29-12-2023
2366,2367,73,88900,1106.584121,Female,West,16,Home & Garden,50.54209265,20-11-2021,01-06-2023,88900,20-11-2021,01-06-2023
2367,2368,45,53700,1596.645652,Female,North,30,Health,31.68051332,08-04-2021,23-06-2022,53700,08-04-2021,23-06-2022
2368,2369,46,29300,1174.474015,Female,South,13,Toys,89.65082351,21-09-2022,07-01-2023,29300,21-09-2022,07-01-2023
2369,2370,38,62300,1921.231783,Male,East,36,Toys,3.203726677,20-04-2021,19-03-2022,62300,20-04-2021,19-03-2022
2370,2371,64,67700,1327.464944,Female,North,21,Clothing,2.801885127,10-11-2022,13-07-2023,67700,10-11-2022,13-07-2023
2371,2372,33,68100,1054.964719,Male,South,45,Home & Garden,59.98296042,02-04-2022,09-07-2023,68100,02-04-2022,09-07-2023
2374,2375,37,109300,612.5118701,Female,West,15,Toys,7.946950335,03-12-2021,03-01-2022,109300,03-12-2021,03-01-2022
2376,2377,36,75700,432.3897968,Female,East,20,Electronics,70.30635376,22-01-2021,18-10-2022,75700,22-01-2021,18-10-2022
2379,2380,20,74400,268.718914,Female,East,32,Home & Garden,69.3939128,29-09-2021,17-08-2023,74400,29-09-2021,17-08-2023
2380,2381,76,112100,635.7938673,Male,West,6,Home & Garden,85.99387467,05-05-2022,15-08-2022,112100,05-05-2022,15-08-2022
2384,2385,55,54700,1598.726875,Female,South,13,Health,31.5613626,12-01-2022,03-05-2023,54700,12-01-2022,03-05-2023
2385,2386,32,89000,553.4474209,Male,South,29,Home & Garden,92.03285766,20-08-2021,16-09-2022,89000,20-08-2021,16-09-2022
2386,2387,51,52200,1777.134548,Male,East,5,Toys,96.96597465,15-08-2022,09-06-2023,52200,15-08-2022,09-06-2023
2388,2389,52,78900,685.9645389,Female,South,13,Electronics,13.63900396,24-02-2021,20-05-2023,78900,24-02-2021,20-05-2023
2390,2391,42,97300,223.7520749,Male,West,31,Clothing,92.96652663,03-02-2021,27-12-2022,97300,03-02-2021,27-12-2022
2391,2392,41,40200,1465.657772,Male,West,20,Health,60.07136437,25-11-2021,24-01-2022,40200,25-11-2021,24-01-2022
2392,2393,29,64400,786.7471754,Female,South,8,Clothing,63.45189544,30-03-2022,02-08-2023,64400,30-03-2022,02-08-2023
2394,2395,32,109800,995.9346455,Female,East,21,Clothing,15.30848188,06-03-2022,20-04-2022,109800,06-03-2022,20-04-2022
2395,2396,61,61100,378.1315584,Female,East,20,Clothing,97.34688965,21-04-2022,26-01-2023,61100,21-04-2022,26-01-2023
2396,2397,33,40000,1474.828386,Male,North,15,Toys,36.43293847,05-05-2021,26-08-2022,40000,05-05-2021,26-08-2022
2397,2398,44,106600,519.2450326,Female,West,26,Health,62.82404259,07-06-2022,15-07-2023,106600,07-06-2022,15-07-2023
2398,2399,25,56000,991.8043965,Male,South,42,Toys,46.86160205,27-04-2022,27-10-2023,56000,27-04-2022,27-10-2023
2399,2400,77,55800,169.5558729,Female,North,11,Electronics,46.81809798,13-11-2021,04-03-2023,55800,13-11-2021,04-03-2023
2400,2401,63,54700,1243.375976,Female,East,37,Electronics,70.27443721,02-05-2021,16-02-2022,54700,02-05-2021,16-02-2022
2401,2402,42,55800,1338.398377,Female,North,41,Clothing,99.46622989,01-07-2022,24-10-2022,55800,01-07-2022,24-10-2022
2403,2404,46,113600,1909.757105,Female,South,27,Toys,79.40591316,09-11-2021,25-02-2023,113600,09-11-2021,25-02-2023
2404,2405,70,96600,1750.854465,Female,West,30,Toys,2.761605726,02-05-2022,08-08-2022,96600,02-05-2022,08-08-2022
2405,2406,25,37400,1421.723013,Male,East,19,Health,81.04273691,13-10-2022,17-08-2023,37400,13-10-2022,17-08-2023
2406,2407,32,96700,1433.031107,Male,East,34,Home & Garden,29.99758818,12-01-2021,15-05-2022,96700,12-01-2021,15-05-2022
2407,2408,44,101500,519.7553956,Female,North,38,Home & Garden,12.6701845,05-05-2021,03-08-2022,101500,05-05-2021,03-08-2022
2408,2409,63,66000,1320.494158,Male,East,23,Home & Garden,11.33340854,21-10-2022,27-03-2023,66000,21-10-2022,27-03-2023
2409,2410,67,86100,412.4484052,Female,North,1,Health,67.98748142,18-03-2021,23-12-2023,86100,18-03-2021,23-12-2023
2410,2411,69,64600,305.1263834,Male,South,3,Toys,99.7616836,03-08-2022,19-02-2023,64600,03-08-2022,19-02-2023
2411,2412,24,107800,1998.946431,Male,South,3,Home & Garden,66.61950984,19-12-2022,01-08-2023,107800,19-12-2022,01-08-2023
2412,2413,20,46100,1252.304344,Female,South,28,Toys,26.23481501,24-08-2021,22-09-2021,46100,24-08-2021,22-09-2021
2414,2415,61,104900,590.5657553,Female,South,30,Home & Garden,52.59570993,11-09-2021,26-11-2022,104900,11-09-2021,26-11-2022
2415,2416,70,79100,1215.762478,Male,North,5,Clothing,6.503929935,10-02-2022,19-09-2023,79100,10-02-2022,19-09-2023
2416,2417,41,59200,118.1951463,Female,South,49,Health,39.93308329,31-08-2021,07-07-2023,59200,31-08-2021,07-07-2023
2417,2418,77,52900,207.4683612,Male,North,15,Electronics,66.6234904,06-04-2022,18-01-2023,52900,06-04-2022,18-01-2023
2420,2421,37,37000,1209.201126,Female,North,14,Health,20.02239404,08-08-2021,07-05-2023,37000,08-08-2021,07-05-2023
2421,2422,63,82600,143.7099275,Male,North,49,Home & Garden,81.73624034,13-08-2021,14-10-2021,82600,13-08-2021,14-10-2021
2422,2423,32,58800,1448.024446,Female,East,8,Clothing,74.41995249,11-04-2021,10-08-2023,58800,11-04-2021,10-08-2023
2427,2428,34,87200,1768.722245,Female,North,29,Electronics,15.80423198,27-11-2021,28-11-2021,87200,27-11-2021,28-11-2021
2428,2429,79,96600,1897.433043,Female,West,41,Clothing,67.14508192,25-08-2021,01-07-2023,96600,25-08-2021,01-07-2023
2429,2430,61,26900,983.7670757,Female,East,11,Electronics,23.71844615,05-12-2021,02-12-2023,26900,05-12-2021,02-12-2023
2430,2431,37,61700,1410.603459,Male,West,45,Home & Garden,50.01590063,21-05-2022,07-10-2022,61700,21-05-2022,07-10-2022
2432,2433,26,41900,726.0856475,Male,East,27,Home & Garden,48.85860526,31-10-2022,26-05-2023,41900,31-10-2022,26-05-2023
2434,2435,65,73000,1894.265174,Female,West,26,Health,42.63349054,29-12-2022,22-03-2023,73000,29-12-2022,22-03-2023
2435,2436,74,104500,1458.080931,Female,East,37,Electronics,99.93529299,06-08-2021,18-01-2023,104500,06-08-2021,18-01-2023
2436,2437,77,80600,454.9706241,Female,West,48,Health,43.58282342,11-01-2022,17-08-2023,80600,11-01-2022,17-08-2023
2437,2438,39,92100,909.1851175,Female,North,9,Health,14.93794786,12-01-2021,23-11-2023,92100,12-01-2021,23-11-2023
2439,2440,70,119200,1103.184722,Male,East,32,Clothing,74.25931846,24-03-2021,17-10-2023,119200,24-03-2021,17-10-2023
2441,2442,19,27500,1512.46104,Female,South,32,Home & Garden,46.01032992,17-09-2022,14-04-2023,27500,17-09-2022,14-04-2023
2447,2448,25,71900,732.3830385,Female,West,13,Health,57.59107584,21-05-2021,22-06-2021,71900,21-05-2021,22-06-2021
2448,2449,38,32300,823.5079426,Male,North,43,Toys,0.464816893,21-12-2022,30-01-2023,32300,21-12-2022,30-01-2023
2451,2452,35,99000,551.6397362,Female,East,42,Clothing,14.4992042,01-04-2022,07-09-2022,99000,01-04-2022,07-09-2022
2455,2456,55,57100,568.3701439,Female,North,18,Home & Garden,84.37913445,21-12-2021,13-10-2022,57100,21-12-2021,13-10-2022
2457,2458,28,85200,1417.850827,Male,West,48,Home & Garden,98.63296546,29-05-2021,09-07-2023,85200,29-05-2021,09-07-2023
2458,2459,62,86500,491.6546822,Male,East,38,Clothing,28.16818336,29-07-2021,26-06-2023,86500,29-07-2021,26-06-2023
2459,2460,42,47600,789.5760063,Female,East,48,Toys,31.53253554,22-04-2021,03-11-2022,47600,22-04-2021,03-11-2022
2460,2461,50,93500,898.5288651,Male,West,16,Home & Garden,90.28780011,16-10-2022,29-10-2022,93500,16-10-2022,29-10-2022
2461,2462,77,72200,1784.801593,Male,West,33,Home & Garden,23.40790592,20-06-2022,11-03-2023,72200,20-06-2022,11-03-2023
2462,2463,55,119600,834.4339749,Female,North,3,Clothing,54.7900957,18-02-2021,13-11-2021,119600,18-02-2021,13-11-2021
2463,2464,58,63400,307.5455394,Female,East,38,Electronics,70.73449592,27-11-2021,04-03-2023,63400,27-11-2021,04-03-2023
2464,2465,25,44100,1058.143578,Male,North,4,Electronics,27.18842453,31-12-2021,30-07-2022,44100,31-12-2021,30-07-2022
2465,2466,28,95600,1926.656829,Female,East,36,Toys,93.84129454,11-01-2021,01-04-2021,95600,11-01-2021,01-04-2021
2466,2467,39,57800,1223.217569,Male,East,4,Clothing,66.56975481,07-07-2021,02-12-2023,57800,07-07-2021,02-12-2023
2467,2468,68,46000,1967.106697,Male,North,42,Toys,4.713930827,24-05-2022,31-01-2023,46000,24-05-2022,31-01-2023
2468,2469,41,69200,1685.392472,Female,East,9,Electronics,13.57375313,03-08-2022,09-02-2023,69200,03-08-2022,09-02-2023
2470,2471,34,42900,1323.631199,Male,North,17,Health,24.4957364,31-03-2021,19-04-2021,42900,31-03-2021,19-04-2021
2471,2472,29,20300,587.7984176,Female,South,17,Clothing,73.067737,14-09-2022,17-07-2023,20300,14-09-2022,17-07-2023
2472,2473,74,36600,1128.041374,Female,North,33,Clothing,8.893524476,07-11-2022,24-12-2023,36600,07-11-2022,24-12-2023
2475,2476,32,110900,1847.874049,Male,South,22,Home & Garden,55.66676863,01-02-2021,13-08-2022,110900,01-02-2021,13-08-2022
2476,2477,33,23800,429.1535061,Male,West,27,Home & Garden,26.54965638,23-11-2021,15-09-2022,23800,23-11-2021,15-09-2022
2477,2478,71,86700,1750.736054,Male,South,43,Electronics,95.70562965,15-03-2021,23-08-2023,86700,15-03-2021,23-08-2023
2478,2479,39,100800,80.30645998,Male,West,3,Clothing,24.4315892,08-09-2021,23-08-2023,100800,08-09-2021,23-08-2023
2479,2480,45,40900,199.935546,Female,South,24,Health,90.50996213,26-03-2022,15-10-2022,40900,26-03-2022,15-10-2022
2482,2483,27,91300,1499.527553,Female,South,22,Electronics,76.49393184,23-10-2021,01-10-2022,91300,23-10-2021,01-10-2022
2483,2484,57,39300,434.6469882,Female,South,25,Electronics,50.65693121,25-10-2021,02-03-2023,39300,25-10-2021,02-03-2023
2484,2485,49,56000,1083.425242,Male,East,10,Electronics,81.4578726,24-11-2021,28-11-2023,56000,24-11-2021,28-11-2023
2485,2486,67,53500,1479.694063,Female,West,49,Health,83.61930978,29-10-2021,29-11-2021,53500,29-10-2021,29-11-2021
2487,2488,50,22200,953.9635584,Male,West,40,Electronics,40.03445182,04-12-2021,09-12-2023,22200,04-12-2021,09-12-2023
2490,2491,50,36200,1817.346584,Male,East,39,Toys,86.69434959,07-07-2022,13-07-2023,36200,07-07-2022,13-07-2023
2492,2493,30,110100,1476.217787,Female,East,9,Health,59.35677567,12-05-2021,20-04-2022,110100,12-05-2021,20-04-2022
2493,2494,47,98300,178.4361741,Female,East,44,Toys,3.098095328,03-09-2022,20-10-2023,98300,03-09-2022,20-10-2023
2494,2495,50,32400,731.7399513,Male,South,26,Health,27.78943978,22-02-2021,05-02-2023,32400,22-02-2021,05-02-2023
2495,2496,30,49000,1719.571425,Male,West,9,Health,50.20576469,11-05-2022,25-08-2022,49000,11-05-2022,25-08-2022
2496,2497,69,117600,480.5556471,Female,South,20,Home & Garden,58.73171721,17-08-2021,08-11-2021,117600,17-08-2021,08-11-2021
2498,2499,39,88000,665.6899921,Male,South,36,Toys,71.6222825,31-07-2021,09-12-2021,88000,31-07-2021,09-12-2021
2499,2500,56,70400,456.4670121,Male,West,42,Electronics,65.62334323,19-05-2022,25-06-2023,70400,19-05-2022,25-06-2023
2503,2504,43,116300,141.4608715,Female,North,1,Electronics,5.11595142,12-03-2021,13-11-2022,116300,12-03-2021,13-11-2022
2507,2508,32,53800,1126.727416,Female,North,38,Health,35.46627518,08-01-2021,08-05-2023,53800,08-01-2021,08-05-2023
2510,2511,72,35000,1958.941317,Male,East,42,Clothing,99.4629288,16-01-2021,21-12-2021,35000,16-01-2021,21-12-2021
2512,2513,66,70700,1350.512753,Male,North,32,Health,73.61459717,31-10-2022,28-03-2023,70700,31-10-2022,28-03-2023
2513,2514,57,57300,496.5495477,Male,West,13,Electronics,54.77883349,03-04-2021,19-07-2021,57300,03-04-2021,19-07-2021
2514,2515,28,43400,1492.332985,Male,North,20,Home & Garden,32.52253005,19-09-2021,03-05-2023,43400,19-09-2021,03-05-2023
2516,2517,20,48400,648.2321879,Male,South,43,Clothing,21.58579008,10-06-2021,06-08-2023,48400,10-06-2021,06-08-2023
2517,2518,76,80900,977.7533881,Male,East,44,Electronics,78.18535395,17-12-2021,20-09-2022,80900,17-12-2021,20-09-2022
2518,2519,23,104800,603.3145992,Male,North,37,Toys,27.90201774,23-06-2021,06-07-2023,104800,23-06-2021,06-07-2023
2519,2520,26,83400,532.2360392,Male,West,30,Electronics,14.43024824,13-11-2021,08-12-2021,83400,13-11-2021,08-12-2021
2520,2521,23,55700,71.27421909,Male,East,10,Toys,33.12983405,18-01-2021,23-01-2022,55700,18-01-2021,23-01-2022
2523,2524,48,90200,23.17035135,Female,East,29,Electronics,38.7364837,17-12-2021,03-02-2022,90200,17-12-2021,03-02-2022
2527,2528,29,114800,1223.568392,Male,East,41,Electronics,39.56004749,09-03-2021,12-07-2022,114800,09-03-2021,12-07-2022
2528,2529,25,82800,818.661324,Female,North,9,Toys,58.73198102,30-01-2021,12-07-2022,82800,30-01-2021,12-07-2022
2529,2530,25,26700,1359.414844,Male,North,42,Clothing,56.99447164,12-11-2021,08-12-2023,26700,12-11-2021,08-12-2023
2530,2531,67,53000,396.0668771,Female,East,42,Electronics,74.97675583,13-06-2021,17-05-2022,53000,13-06-2021,17-05-2022
2531,2532,45,63500,1641.118685,Female,East,2,Toys,67.03759104,16-11-2021,06-10-2022,63500,16-11-2021,06-10-2022
2532,2533,79,53700,251.0444575,Male,North,4,Home & Garden,27.68067971,14-01-2021,15-06-2022,53700,14-01-2021,15-06-2022
